401 Q0 LA030690-0168   1 14.347982 z22shaikAND
431 Q0 LA092290-0183   6 14.553693 z22shaikAND
431 Q0 LA060289-0087   7 14.460877 z22shaikAND
431 Q0 LA112189-0062   8 14.439905 z22shaikAND
431 Q0 LA050689-0106   9 14.213094 z22shaikAND
431 Q0 LA092189-0061  10 13.942293 z22shaikAND
431 Q0 LA071789-0059  11 13.577203 z22shaikAND
431 Q0 LA111190-0218  12 13.470348 z22shaikAND
431 Q0 LA082589-0035  13 13.251475 z22shaikAND
431 Q0 LA042690-0184  14 13.142047 z22shaikAND
431 Q0 LA080689-0168  15 12.781972 z22shaikAND
431 Q0 LA121589-0065  16 12.722436 z22shaikAND
431 Q0 LA081490-0052  17 12.588816 z22shaikAND
431 Q0 LA082290-0041  18 12.328646 z22shaikAND
431 Q0 LA070289-0024  19 11.753049 z22shaikAND
431 Q0 LA120490-0171  20 11.612676 z22shaikAND
431 Q0 LA072389-0198  21 11.287877 z22shaikAND
431 Q0 LA080490-0157  22 11.186033 z22shaikAND
431 Q0 LA092689-0070  23 11.078542 z22shaikAND
431 Q0 LA080689-0122  24 11.065373 z22shaikAND
431 Q0 LA061489-0137  25 10.940078 z22shaikAND
431 Q0 LA041190-0141  26 10.790713 z22shaikAND
431 Q0 LA040589-0149  27 10.766185 z22shaikAND
431 Q0 LA101589-0051  28 10.744552 z22shaikAND
431 Q0 LA040290-0072  29 10.520212 z22shaikAND
431 Q0 LA112389-0037  30 10.452674 z22shaikAND
431 Q0 LA081589-0091  31 10.414355 z22shaikAND
431 Q0 LA090490-0030  32 10.386536 z22shaikAND
431 Q0 LA042490-0150  33 10.380703 z22shaikAND
431 Q0 LA021890-0197  34 10.290632 z22shaikAND
431 Q0 LA010989-0085  35 10.243881 z22shaikAND
431 Q0 LA020889-0003  36 10.104972 z22shaikAND
431 Q0 LA070790-0040  37 10.091945 z22shaikAND
431 Q0 LA120390-0140  38 10.001684 z22shaikAND
431 Q0 LA011490-0160  39  9.848100 z22shaikAND
431 Q0 LA070690-0017  40  9.834366 z22shaikAND
431 Q0 LA040489-0058  41  9.727293 z22shaikAND
431 Q0 LA101889-0048  42  9.671274 z22shaikAND
431 Q0 LA061689-0092  43  9.526957 z22shaikAND
431 Q0 LA042689-0150  44  9.515376 z22shaikAND
431 Q0 LA110490-0125  45  9.322726 z22shaikAND
431 Q0 LA022490-0041  46  9.307109 z22shaikAND
431 Q0 LA101289-0198  47  9.193006 z22shaikAND
431 Q0 LA041990-0132  48  9.165343 z22shaikAND
431 Q0 LA081990-0004  49  9.148401 z22shaikAND
431 Q0 LA092990-0033  50  9.148401 z22shaikAND
431 Q0 LA020889-0114  51  9.137722 z22shaikAND
431 Q0 LA122890-0151  52  9.131212 z22shaikAND
431 Q0 LA072189-0079  53  9.095253 z22shaikAND
431 Q0 LA020889-0019  54  9.063660 z22shaikAND
431 Q0 LA112490-0038  55  9.063660 z22shaikAND
431 Q0 LA052790-0021  56  9.032286 z22shaikAND
431 Q0 LA052189-0236  57  9.021876 z22shaikAND
431 Q0 LA092390-0032  58  8.988037 z22shaikAND
431 Q0 LA052590-0080  59  8.947307 z22shaikAND
431 Q0 LA071689-0109  60  8.906190 z22shaikAND
431 Q0 LA122689-0047  61  8.893233 z22shaikAND
431 Q0 LA021090-0013  62  8.828549 z22shaikAND
431 Q0 LA112390-0006  63  8.770685 z22shaikAND
431 Q0 LA082490-0060  64  8.734330 z22shaikAND
431 Q0 LA053089-0084  65  8.708418 z22shaikAND
431 Q0 LA110490-0051  66  8.704603 z22shaikAND
431 Q0 LA082490-0134  67  8.701964 z22shaikAND
431 Q0 LA072990-0007  68  8.672060 z22shaikAND
431 Q0 LA053190-0260  69  8.610708 z22shaikAND
431 Q0 LA101089-0066  70  8.595910 z22shaikAND
431 Q0 LA080689-0162  71  8.531375 z22shaikAND
431 Q0 LA040289-0002  72  8.447459 z22shaikAND
431 Q0 LA041090-0159  73  8.389306 z22shaikAND
431 Q0 LA070290-0143  74  8.361550 z22shaikAND
431 Q0 LA121089-0003  75  8.330591 z22shaikAND
431 Q0 LA092689-0054  76  8.234199 z22shaikAND
431 Q0 LA050190-0196  77  8.204898 z22shaikAND
431 Q0 LA051490-0068  78  8.199698 z22shaikAND
431 Q0 LA051990-0069  79  8.197128 z22shaikAND
431 Q0 LA090389-0008  80  8.182555 z22shaikAND
431 Q0 LA082389-0035  81  8.097646 z22shaikAND
431 Q0 LA121790-0033  82  8.068156 z22shaikAND
431 Q0 LA011690-0037  83  8.047955 z22shaikAND
431 Q0 LA102589-0109  84  8.006796 z22shaikAND
431 Q0 LA061789-0038  85  7.983614 z22shaikAND
431 Q0 LA072289-0146  86  7.940689 z22shaikAND
431 Q0 LA020289-0037  87  7.838428 z22shaikAND
431 Q0 LA012390-0049  88  7.797222 z22shaikAND
431 Q0 LA103190-0094  89  7.738359 z22shaikAND
431 Q0 LA050290-0094  90  7.702724 z22shaikAND
431 Q0 LA123189-0051  91  7.686045 z22shaikAND
431 Q0 LA031590-0068  92  7.658902 z22shaikAND
431 Q0 LA082790-0008  93  7.624652 z22shaikAND
431 Q0 LA102390-0144  94  7.436328 z22shaikAND
431 Q0 LA100290-0018  95  7.367057 z22shaikAND
431 Q0 LA011190-0213  96  7.352512 z22shaikAND
431 Q0 LA030990-0049  97  7.277324 z22shaikAND
431 Q0 LA083090-0195  98  7.270565 z22shaikAND
431 Q0 LA021690-0144  99  7.250362 z22shaikAND
431 Q0 LA120389-0015 100  7.210293 z22shaikAND
432 Q0 LA030590-0081   1 13.254892 z22shaikAND
432 Q0 LA101689-0077   2 12.834900 z22shaikAND
432 Q0 LA110289-0187   3 12.752328 z22shaikAND
432 Q0 LA011690-0070   4 12.564194 z22shaikAND
432 Q0 LA102189-0088   5 12.420308 z22shaikAND
432 Q0 LA050890-0121   6 12.174895 z22shaikAND
432 Q0 LA051289-0114   7 12.150109 z22shaikAND
432 Q0 LA042390-0068   8 12.133637 z22shaikAND
432 Q0 LA060389-0053   9 12.032224 z22shaikAND
432 Q0 LA042289-0135  10 11.980279 z22shaikAND
432 Q0 LA122989-0120  11 11.942110 z22shaikAND
432 Q0 LA102190-0161  12 11.932781 z22shaikAND
432 Q0 LA080989-0128  13 11.838967 z22shaikAND
432 Q0 LA040290-0025  14 11.824219 z22shaikAND
432 Q0 LA113090-0069  15 11.714610 z22shaikAND
432 Q0 LA031789-0082  16 11.678070 z22shaikAND
432 Q0 LA052490-0077  17 11.662825 z22shaikAND
432 Q0 LA022289-0037  18 11.635528 z22shaikAND
432 Q0 LA071189-0069  19 11.588139 z22shaikAND
432 Q0 LA032690-0110  20 11.528090 z22shaikAND
432 Q0 LA100190-0047  21 11.386158 z22shaikAND
432 Q0 LA020690-0009  22 11.357279 z22shaikAND
432 Q0 LA072489-0052  23 11.330456 z22shaikAND
432 Q0 LA122890-0023  24 11.285433 z22shaikAND
432 Q0 LA021590-0165  25 11.274877 z22shaikAND
432 Q0 LA031190-0211  26 11.234403 z22shaikAND
432 Q0 LA101589-0182  27 11.232713 z22shaikAND
432 Q0 LA042389-0211  28 11.228361 z22shaikAND
432 Q0 LA042090-0022  29 11.219841 z22shaikAND
432 Q0 LA031190-0059  30 11.189384 z22shaikAND
432 Q0 LA010290-0086  31 11.143358 z22shaikAND
432 Q0 LA051590-0152  32 11.138600 z22shaikAND
432 Q0 LA103090-0072  33 11.107717 z22shaikAND
432 Q0 LA043089-0085  34 11.093495 z22shaikAND
432 Q0 LA022790-0145  35 11.056449 z22shaikAND
432 Q0 LA032890-0100  36 11.014803 z22shaikAND
432 Q0 LA022489-0139  37 11.006458 z22shaikAND
432 Q0 LA012289-0085  38 11.005845 z22shaikAND
432 Q0 LA111289-0114  39 10.973308 z22shaikAND
432 Q0 LA042690-0049  40 10.967554 z22shaikAND
432 Q0 LA100490-0152  41 10.958825 z22shaikAND
432 Q0 LA101289-0022  42 10.954387 z22shaikAND
432 Q0 LA071590-0211  43 10.944978 z22shaikAND
432 Q0 LA121490-0046  44 10.930707 z22shaikAND
432 Q0 LA100189-0225  45 10.921619 z22shaikAND
432 Q0 LA022289-0095  46 10.875843 z22shaikAND
432 Q0 LA080790-0111  47 10.874395 z22shaikAND
432 Q0 LA021489-0153  48 10.855642 z22shaikAND
432 Q0 LA060589-0091  49 10.816343 z22shaikAND
432 Q0 LA081190-0049  50 10.806456 z22shaikAND
432 Q0 LA110190-0154  51 10.800580 z22shaikAND
432 Q0 LA033089-0162  52 10.792634 z22shaikAND
432 Q0 LA051890-0058  53 10.778719 z22shaikAND
432 Q0 LA052590-0079  54 10.753744 z22shaikAND
432 Q0 LA100390-0012  55 10.749715 z22shaikAND
432 Q0 LA031789-0118  56 10.719282 z22shaikAND
432 Q0 LA090490-0127  57 10.692132 z22shaikAND
432 Q0 LA070790-0018  58 10.658309 z22shaikAND
432 Q0 LA033190-0139  59 10.641043 z22shaikAND
432 Q0 LA060390-0119  60 10.597408 z22shaikAND
432 Q0 LA010890-0034  61 10.596471 z22shaikAND
432 Q0 LA090590-0104  62 10.593057 z22shaikAND
432 Q0 LA121189-0087  63 10.573073 z22shaikAND
432 Q0 LA092389-0018  64 10.542844 z22shaikAND
432 Q0 LA030289-0154  65 10.542731 z22shaikAND
432 Q0 LA070690-0107  66 10.533833 z22shaikAND
432 Q0 LA082189-0053  67 10.519920 z22shaikAND
432 Q0 LA071189-0101  68 10.509446 z22shaikAND
432 Q0 LA092290-0066  69 10.505688 z22shaikAND
432 Q0 LA052089-0104  70 10.492430 z22shaikAND
432 Q0 LA121690-0208  71 10.485908 z22shaikAND
432 Q0 LA042790-0111  72 10.482132 z22shaikAND
432 Q0 LA032790-0021  73 10.472251 z22shaikAND
432 Q0 LA071089-0079  74 10.464644 z22shaikAND
432 Q0 LA103089-0040  75 10.463104 z22shaikAND
432 Q0 LA072489-0093  76 10.451366 z22shaikAND
432 Q0 LA091090-0043  77 10.442610 z22shaikAND
432 Q0 LA101090-0099  78 10.438999 z22shaikAND
432 Q0 LA123089-0130  79 10.426823 z22shaikAND
432 Q0 LA011289-0070  80 10.423064 z22shaikAND
432 Q0 LA103090-0154  81 10.408827 z22shaikAND
432 Q0 LA052689-0086  82 10.350930 z22shaikAND
432 Q0 LA010689-0102  83 10.350164 z22shaikAND
432 Q0 LA020989-0098  84 10.344698 z22shaikAND
432 Q0 LA090489-0084  85 10.337336 z22shaikAND
432 Q0 LA110889-0145  86 10.337336 z22shaikAND
432 Q0 LA010889-0149  87 10.330170 z22shaikAND
432 Q0 LA051689-0130  88 10.319656 z22shaikAND
432 Q0 LA010189-0098  89 10.319548 z22shaikAND
432 Q0 LA072589-0124  90 10.310256 z22shaikAND
432 Q0 LA101890-0115  91 10.290422 z22shaikAND
432 Q0 LA122489-0211  92 10.281863 z22shaikAND
432 Q0 LA021090-0145  93 10.263192 z22shaikAND
432 Q0 LA111189-0008  94 10.219867 z22shaikAND
432 Q0 LA090490-0124  95 10.198975 z22shaikAND
432 Q0 LA082790-0024  96 10.182184 z22shaikAND
432 Q0 LA041589-0066  97 10.163394 z22shaikAND
432 Q0 LA012190-0093  98 10.144177 z22shaikAND
432 Q0 LA051289-0113  99 10.134305 z22shaikAND
432 Q0 LA102890-0225 100 10.133579 z22shaikAND
433 Q0 LA080690-0141   1 15.170341 z22shaikAND
433 Q0 LA021490-0060   2 14.932403 z22shaikAND
433 Q0 LA011390-0036   3 12.678246 z22shaikAND
433 Q0 LA073190-0046   4 12.161117 z22shaikAND
433 Q0 LA101389-0041   5 11.297125 z22shaikAND
433 Q0 LA051890-0032   6 11.110693 z22shaikAND
433 Q0 LA121089-0107   7 10.641656 z22shaikAND
433 Q0 LA090690-0146   8 10.411090 z22shaikAND
433 Q0 LA062990-0036   9 10.259595 z22shaikAND
433 Q0 LA101890-0209  10 10.227986 z22shaikAND
433 Q0 LA062589-0049  11 10.189105 z22shaikAND
433 Q0 LA102090-0105  12 10.182064 z22shaikAND
433 Q0 LA050690-0140  13 10.159470 z22shaikAND
433 Q0 LA112890-0131  14 10.072763 z22shaikAND
433 Q0 LA070489-0010  15  9.940659 z22shaikAND
433 Q0 LA080389-0191  16  9.897846 z22shaikAND
433 Q0 LA111190-0016  17  9.895423 z22shaikAND
433 Q0 LA090989-0112  18  9.881038 z22shaikAND
433 Q0 LA022089-0038  19  9.875236 z22shaikAND
433 Q0 LA050389-0020  20  9.874953 z22shaikAND
433 Q0 LA053190-0127  21  9.847567 z22shaikAND
433 Q0 LA100690-0138  22  9.843922 z22shaikAND
433 Q0 LA012690-0175  23  9.819275 z22shaikAND
433 Q0 LA043089-0036  24  9.785885 z22shaikAND
433 Q0 LA111290-0003  25  9.773642 z22shaikAND
433 Q0 LA092090-0214  26  9.674156 z22shaikAND
433 Q0 LA031989-0196  27  9.667082 z22shaikAND
433 Q0 LA010289-0039  28  9.664051 z22shaikAND
433 Q0 LA031689-0015  29  9.659653 z22shaikAND
433 Q0 LA121289-0031  30  9.612567 z22shaikAND
433 Q0 LA083190-0059  31  9.566181 z22shaikAND
433 Q0 LA072589-0046  32  9.527475 z22shaikAND
433 Q0 LA060289-0069  33  9.522682 z22shaikAND
433 Q0 LA022690-0078  34  9.466063 z22shaikAND
433 Q0 LA012190-0050  35  9.464896 z22shaikAND
433 Q0 LA042890-0116  36  9.462169 z22shaikAND
433 Q0 LA071889-0159  37  9.423126 z22shaikAND
433 Q0 LA111790-0126  38  9.405366 z22shaikAND
433 Q0 LA082690-0060  39  9.376015 z22shaikAND
433 Q0 LA030689-0059  40  9.351263 z22shaikAND
433 Q0 LA123190-0119  41  9.330227 z22shaikAND
433 Q0 LA041389-0051  42  9.311516 z22shaikAND
433 Q0 LA080190-0093  43  9.308342 z22shaikAND
433 Q0 LA041589-0039  44  9.293578 z22shaikAND
433 Q0 LA051289-0180  45  9.293578 z22shaikAND
433 Q0 LA031889-0106  46  9.270471 z22shaikAND
433 Q0 LA121489-0104  47  9.264984 z22shaikAND
433 Q0 LA092390-0099  48  9.262930 z22shaikAND
433 Q0 LA031190-0203  49  9.202862 z22shaikAND
433 Q0 LA110789-0031  50  9.157794 z22shaikAND
433 Q0 LA071690-0051  51  9.149480 z22shaikAND
433 Q0 LA061090-0193  52  9.116429 z22shaikAND
433 Q0 LA050889-0062  53  9.073766 z22shaikAND
433 Q0 LA121390-0195  54  9.070558 z22shaikAND
433 Q0 LA101889-0034  55  8.986582 z22shaikAND
433 Q0 LA061789-0079  56  8.938428 z22shaikAND
433 Q0 LA021890-0061  57  8.938105 z22shaikAND
433 Q0 LA041290-0072  58  8.930208 z22shaikAND
433 Q0 LA100689-0059  59  8.929349 z22shaikAND
433 Q0 LA081990-0148  60  8.927595 z22shaikAND
433 Q0 LA092689-0030  61  8.923035 z22shaikAND
433 Q0 LA031789-0004  62  8.885337 z22shaikAND
433 Q0 LA060989-0177  63  8.885337 z22shaikAND
433 Q0 LA123190-0019  64  8.873318 z22shaikAND
433 Q0 LA041490-0125  65  8.871398 z22shaikAND
433 Q0 LA062089-0129  66  8.866607 z22shaikAND
433 Q0 LA022489-0178  67  8.841756 z22shaikAND
433 Q0 LA010889-0151  68  8.821782 z22shaikAND
433 Q0 LA051790-0201  69  8.821467 z22shaikAND
433 Q0 LA061689-0093  70  8.810888 z22shaikAND
433 Q0 LA113090-0020  71  8.810888 z22shaikAND
433 Q0 LA082489-0180  72  8.798600 z22shaikAND
433 Q0 LA051489-0136  73  8.774129 z22shaikAND
433 Q0 LA071189-0107  74  8.768840 z22shaikAND
433 Q0 LA011490-0146  75  8.756587 z22shaikAND
433 Q0 LA012990-0023  76  8.737676 z22shaikAND
433 Q0 LA053190-0021  77  8.735683 z22shaikAND
433 Q0 LA081389-0037  78  8.717011 z22shaikAND
433 Q0 LA040689-0167  79  8.715297 z22shaikAND
433 Q0 LA092989-0105  80  8.703275 z22shaikAND
433 Q0 LA072489-0044  81  8.689540 z22shaikAND
433 Q0 LA042790-0178  82  8.688892 z22shaikAND
433 Q0 LA110289-0036  83  8.679883 z22shaikAND
433 Q0 LA091689-0096  84  8.671625 z22shaikAND
433 Q0 LA042190-0053  85  8.663990 z22shaikAND
433 Q0 LA071289-0140  86  8.647854 z22shaikAND
433 Q0 LA112690-0013  87  8.624213 z22shaikAND
433 Q0 LA011290-0080  88  8.620585 z22shaikAND
433 Q0 LA031189-0011  89  8.609122 z22shaikAND
433 Q0 LA040190-0091  90  8.595559 z22shaikAND
433 Q0 LA041090-0069  91  8.574025 z22shaikAND
433 Q0 LA020589-0193  92  8.573189 z22shaikAND
433 Q0 LA082389-0125  93  8.566338 z22shaikAND
433 Q0 LA040789-0089  94  8.548263 z22shaikAND
433 Q0 LA091789-0117  95  8.513659 z22shaikAND
433 Q0 LA050590-0110  96  8.500257 z22shaikAND
433 Q0 LA051190-0002  97  8.458782 z22shaikAND
433 Q0 LA030890-0130  98  8.426890 z22shaikAND
433 Q0 LA090190-0140  99  8.366888 z22shaikAND
433 Q0 LA061190-0010 100  8.339242 z22shaikAND
434 Q0 LA051390-0170   1 15.827005 z22shaikAND
434 Q0 LA052390-0063   2 15.704422 z22shaikAND
434 Q0 LA042690-0237   3 15.528496 z22shaikAND
434 Q0 LA051290-0076   4 14.618454 z22shaikAND
434 Q0 LA072789-0211   5 14.278836 z22shaikAND
434 Q0 LA051190-0072   6 14.157244 z22shaikAND
434 Q0 LA081489-0038   7 14.120160 z22shaikAND
434 Q0 LA042890-0030   8 13.244428 z22shaikAND
434 Q0 LA022290-0011   9 13.022843 z22shaikAND
434 Q0 LA101790-0075  10 12.742160 z22shaikAND
434 Q0 LA102289-0185  11 12.716093 z22shaikAND
434 Q0 LA033090-0182  12 12.714111 z22shaikAND
434 Q0 LA050990-0094  13 12.703929 z22shaikAND
434 Q0 LA081089-0172  14 12.633473 z22shaikAND
434 Q0 LA061890-0101  15 12.498760 z22shaikAND
434 Q0 LA041290-0036  16 12.115342 z22shaikAND
434 Q0 LA050690-0083  17 12.012725 z22shaikAND
434 Q0 LA041390-0057  18 12.008529 z22shaikAND
434 Q0 LA032890-0065  19 11.428271 z22shaikAND
434 Q0 LA072990-0088  20 11.405761 z22shaikAND
434 Q0 LA031890-0189  21 11.386371 z22shaikAND
434 Q0 LA032090-0090  22 11.322256 z22shaikAND
434 Q0 LA112789-0106  23 11.244372 z22shaikAND
434 Q0 LA081189-0067  24 11.174875 z22shaikAND
434 Q0 LA092489-0108  25 11.100800 z22shaikAND
434 Q0 LA111189-0023  26 11.023472 z22shaikAND
434 Q0 LA061790-0090  27 10.998823 z22shaikAND
434 Q0 LA060289-0094  28 10.956671 z22shaikAND
434 Q0 LA060189-0205  29 10.912585 z22shaikAND
434 Q0 LA061490-0069  30 10.868987 z22shaikAND
434 Q0 LA060290-0118  31 10.854843 z22shaikAND
434 Q0 LA090189-0072  32 10.676315 z22shaikAND
434 Q0 LA042190-0105  33 10.669315 z22shaikAND
434 Q0 LA052390-0186  34 10.584972 z22shaikAND
434 Q0 LA021690-0051  35 10.555239 z22shaikAND
434 Q0 LA011989-0148  36 10.486319 z22shaikAND
434 Q0 LA092689-0012  37 10.468870 z22shaikAND
434 Q0 LA031990-0073  38 10.466158 z22shaikAND
434 Q0 LA113090-0078  39 10.251550 z22shaikAND
434 Q0 LA072889-0042  40 10.115461 z22shaikAND
434 Q0 LA072290-0126  41 10.000505 z22shaikAND
434 Q0 LA031390-0156  42  9.948325 z22shaikAND
434 Q0 LA091589-0083  43  9.713066 z22shaikAND
434 Q0 LA081889-0063  44  9.688369 z22shaikAND
434 Q0 LA121189-0090  45  9.666905 z22shaikAND
434 Q0 LA060289-0066  46  9.655433 z22shaikAND
434 Q0 LA112689-0093  47  9.599634 z22shaikAND
434 Q0 LA031390-0152  48  9.576748 z22shaikAND
434 Q0 LA020689-0024  49  9.497639 z22shaikAND
434 Q0 LA050190-0115  50  9.493369 z22shaikAND
434 Q0 LA081389-0095  51  9.486565 z22shaikAND
434 Q0 LA051589-0035  52  9.453498 z22shaikAND
434 Q0 LA082390-0231  53  9.432417 z22shaikAND
434 Q0 LA071390-0004  54  9.431581 z22shaikAND
434 Q0 LA072989-0004  55  9.426953 z22shaikAND
434 Q0 LA091089-0081  56  9.420660 z22shaikAND
434 Q0 LA040290-0064  57  9.388879 z22shaikAND
434 Q0 LA072890-0071  58  9.313646 z22shaikAND
434 Q0 LA012089-0085  59  9.302184 z22shaikAND
434 Q0 LA050490-0053  60  9.217873 z22shaikAND
434 Q0 LA100689-0067  61  9.208239 z22shaikAND
434 Q0 LA051690-0150  62  9.115392 z22shaikAND
434 Q0 LA091989-0154  63  9.104412 z22shaikAND
434 Q0 LA091289-0092  64  9.084082 z22shaikAND
434 Q0 LA120889-0174  65  8.993709 z22shaikAND
434 Q0 LA120989-0004  66  8.990062 z22shaikAND
434 Q0 LA112490-0087  67  8.951733 z22shaikAND
434 Q0 LA040790-0082  68  8.912615 z22shaikAND
434 Q0 LA071390-0006  69  8.895381 z22shaikAND
434 Q0 LA072390-0069  70  8.818253 z22shaikAND
434 Q0 LA051690-0113  71  8.677185 z22shaikAND
434 Q0 LA042890-0032  72  8.667941 z22shaikAND
434 Q0 LA122790-0023  73  8.540560 z22shaikAND
434 Q0 LA062589-0155  74  8.526934 z22shaikAND
434 Q0 LA121090-0082  75  8.522370 z22shaikAND
434 Q0 LA052990-0024  76  8.326514 z22shaikAND
434 Q0 LA030990-0067  77  8.197044 z22shaikAND
434 Q0 LA050190-0168  78  8.050434 z22shaikAND
434 Q0 LA063090-0093  79  8.022508 z22shaikAND
434 Q0 LA061590-0054  80  7.987210 z22shaikAND
434 Q0 LA043090-0071  81  7.979377 z22shaikAND
434 Q0 LA011290-0069  82  7.941033 z22shaikAND
434 Q0 LA062589-0022  83  7.917260 z22shaikAND
434 Q0 LA070489-0100  84  7.894215 z22shaikAND
434 Q0 LA070690-0032  85  7.842567 z22shaikAND
434 Q0 LA051790-0097  86  7.810852 z22shaikAND
434 Q0 LA072589-0105  87  7.801630 z22shaikAND
434 Q0 LA073090-0033  88  7.788421 z22shaikAND
434 Q0 LA060989-0109  89  7.775808 z22shaikAND
434 Q0 LA041290-0086  90  7.774296 z22shaikAND
434 Q0 LA052390-0026  91  7.737810 z22shaikAND
434 Q0 LA122089-0067  92  7.628604 z22shaikAND
434 Q0 LA033090-0071  93  7.628514 z22shaikAND
434 Q0 LA122790-0072  94  7.611730 z22shaikAND
434 Q0 LA081090-0173  95  7.606392 z22shaikAND
434 Q0 LA061490-0079  96  7.582078 z22shaikAND
434 Q0 LA031390-0068  97  7.571819 z22shaikAND
434 Q0 LA041990-0231  98  7.563963 z22shaikAND
434 Q0 LA051390-0169  99  7.513345 z22shaikAND
434 Q0 LA042090-0067 100  7.492695 z22shaikAND
435 Q0 LA121589-0139   1 17.899449 z22shaikAND
435 Q0 LA082189-0092   2 17.062508 z22shaikAND
435 Q0 LA051590-0008   3 16.990438 z22shaikAND
435 Q0 LA102689-0071   4 16.070722 z22shaikAND
435 Q0 LA032990-0138   5 15.900366 z22shaikAND
435 Q0 LA120589-0035   6 15.691620 z22shaikAND
435 Q0 LA090890-0109   7 15.300260 z22shaikAND
435 Q0 LA051189-0089   8 15.031614 z22shaikAND
435 Q0 LA010790-0036   9 14.645452 z22shaikAND
435 Q0 LA050490-0199  10 14.215091 z22shaikAND
435 Q0 LA031590-0144  11 13.678590 z22shaikAND
435 Q0 LA022189-0053  12 13.298565 z22shaikAND
435 Q0 LA110190-0163  13 13.261653 z22shaikAND
435 Q0 LA090389-0058  14 13.257059 z22shaikAND
435 Q0 LA103190-0147  15 13.254526 z22shaikAND
435 Q0 LA110490-0256  16 13.190734 z22shaikAND
435 Q0 LA110190-0172  17 13.148554 z22shaikAND
435 Q0 LA110490-0164  18 13.120587 z22shaikAND
435 Q0 LA040690-0081  19 12.816398 z22shaikAND
435 Q0 LA122989-0148  20 12.553954 z22shaikAND
435 Q0 LA033089-0084  21 12.447859 z22shaikAND
435 Q0 LA123189-0076  22 12.435510 z22shaikAND
435 Q0 LA051090-0213  23 12.407780 z22shaikAND
435 Q0 LA011890-0094  24 12.371589 z22shaikAND
435 Q0 LA080590-0025  25 12.279908 z22shaikAND
435 Q0 LA061190-0110  26 12.268538 z22shaikAND
435 Q0 LA082890-0002  27 12.202107 z22shaikAND
435 Q0 LA021689-0175  28 12.147704 z22shaikAND
435 Q0 LA083190-0071  29 12.048800 z22shaikAND
435 Q0 LA071590-0071  30 12.040755 z22shaikAND
435 Q0 LA041189-0058  31 12.037060 z22shaikAND
435 Q0 LA030889-0118  32 11.780849 z22shaikAND
435 Q0 LA082890-0052  33 11.769344 z22shaikAND
435 Q0 LA061589-0098  34 11.759261 z22shaikAND
435 Q0 LA050390-0024  35 11.751712 z22shaikAND
435 Q0 LA050390-0055  36 11.700126 z22shaikAND
435 Q0 LA122189-0023  37 11.695315 z22shaikAND
435 Q0 LA090390-0054  38 11.662078 z22shaikAND
435 Q0 LA101389-0176  39 11.633078 z22shaikAND
435 Q0 LA050590-0126  40 11.620368 z22shaikAND
435 Q0 LA102289-0185  41 11.601777 z22shaikAND
435 Q0 LA073190-0028  42 11.564728 z22shaikAND
435 Q0 LA041389-0136  43 11.469575 z22shaikAND
435 Q0 LA101190-0163  44 11.453346 z22shaikAND
435 Q0 LA052189-0156  45 11.453122 z22shaikAND
435 Q0 LA083190-0047  46 11.435696 z22shaikAND
435 Q0 LA011989-0083  47 11.423450 z22shaikAND
435 Q0 LA111590-0185  48 11.410284 z22shaikAND
435 Q0 LA102690-0093  49 11.394526 z22shaikAND
435 Q0 LA030290-0124  50 11.388448 z22shaikAND
435 Q0 LA082990-0032  51 11.366965 z22shaikAND
435 Q0 LA040289-0092  52 11.366736 z22shaikAND
435 Q0 LA052290-0135  53 11.355122 z22shaikAND
435 Q0 LA091990-0111  54 11.354606 z22shaikAND
435 Q0 LA083189-0091  55 11.329060 z22shaikAND
435 Q0 LA091690-0062  56 11.325567 z22shaikAND
435 Q0 LA061189-0056  57 11.310455 z22shaikAND
435 Q0 LA020189-0053  58 11.296857 z22shaikAND
435 Q0 LA091489-0223  59 11.247118 z22shaikAND
435 Q0 LA030989-0084  60 11.237165 z22shaikAND
435 Q0 LA121089-0033  61 11.086774 z22shaikAND
435 Q0 LA090889-0008  62 11.053295 z22shaikAND
435 Q0 LA070889-0054  63 11.049904 z22shaikAND
435 Q0 LA072589-0021  64 11.015011 z22shaikAND
435 Q0 LA021190-0104  65 11.000742 z22shaikAND
435 Q0 LA012190-0091  66 10.997008 z22shaikAND
435 Q0 LA102890-0086  67 10.991732 z22shaikAND
435 Q0 LA122390-0064  68 10.970270 z22shaikAND
435 Q0 LA100589-0022  69 10.925868 z22shaikAND
435 Q0 LA120390-0002  70 10.916050 z22shaikAND
435 Q0 LA101190-0243  71 10.813976 z22shaikAND
435 Q0 LA040489-0001  72 10.801468 z22shaikAND
435 Q0 LA051889-0090  73 10.796551 z22shaikAND
435 Q0 LA121789-0126  74 10.786320 z22shaikAND
435 Q0 LA010590-0012  75 10.731278 z22shaikAND
435 Q0 LA102090-0154  76 10.684287 z22shaikAND
435 Q0 LA090390-0062  77 10.666157 z22shaikAND
435 Q0 LA032990-0223  78 10.664154 z22shaikAND
435 Q0 LA062289-0171  79 10.630050 z22shaikAND
435 Q0 LA071989-0078  80 10.620762 z22shaikAND
435 Q0 LA032689-0156  81 10.620200 z22shaikAND
435 Q0 LA032389-0002  82 10.603251 z22shaikAND
